Wavelength[Angstrom];Normalized Flux[Counts]
6424.00;0.906702
6426.00;0.917019
6428.00;0.929400
6430.00;0.923714
6432.00;0.904134
6434.00;0.891203
6436.00;0.903905
6438.00;0.918945
6440.00;0.915736
6442.00;0.896109
6444.00;0.879143
6446.00;0.873823
6448.00;0.884920
6450.00;0.904914
6452.00;0.920321
6454.00;0.913534
6456.00;0.883316
6458.00;0.850620
6460.00;0.838010
6462.00;0.841724
6464.00;0.858737
6466.00;0.890836
6468.00;0.943111
6470.00;0.979108
6472.00;0.972230
6474.00;0.942102
6476.00;0.927245
6478.00;0.931601
6480.00;0.926236
6482.00;0.906106
6484.00;0.874832
6486.00;0.851721
6488.00;0.840716
6490.00;0.817100
6492.00;0.779407
6494.00;0.764045
6496.00;0.834800
6498.00;0.935820
6500.00;0.993919
6502.00;0.982914
6504.00;0.972413
6506.00;0.968011
6508.00;0.947743
6510.00;0.901704
6512.00;0.873136
6514.00;0.871622
6516.00;0.880702
6518.00;0.887901
6520.00;0.894229
6522.00;0.890836
6524.00;0.860709
6526.00;0.812836
6528.00;0.787615
6530.00;0.828335
6532.00;0.925824
6534.00;0.982043
6536.00;0.965902
6538.00;0.905739
6540.00;0.881711
6542.00;0.897210
6544.00;0.903905
6546.00;0.874328
6548.00;0.825446
6550.00;0.832232
6552.00;0.908032
6554.00;0.972917
6556.00;0.932244
6558.00;0.853234
6560.00;0.846815
6562.00;0.931235
6564.00;0.990434
6566.00;0.973926
6568.00;0.927016
6570.00;0.894046
6572.00;0.900236
6574.00;0.963930
6576.00;1.097415
6578.00;1.206414
6580.00;1.221730
6582.00;1.156707
6584.00;1.144601
6586.00;1.328620
6588.00;1.782957
6590.00;2.412463
6592.00;2.919260
6594.00;3.005056
6596.00;2.597674
6598.00;1.926577
6600.00;1.339121
6602.00;1.020928
6604.00;0.959436
6606.00;1.027944
6608.00;1.172940
6610.00;1.374842
6612.00;1.583760
6614.00;1.685193
6616.00;1.605175
6618.00;1.378327
6620.00;1.130707
6622.00;0.963242
6624.00;0.897439
6626.00;0.892303
6628.00;0.901704
6630.00;0.902208
6632.00;0.902346
6634.00;0.915323
6636.00;0.933619
6638.00;0.934215
6640.00;0.916240
6642.00;0.903217
6644.00;0.899823
6646.00;0.908307
6648.00;0.914130
6650.00;0.909407
6652.00;0.889735
6654.00;0.866945
6656.00;0.866441
6658.00;0.887030
6660.00;0.900007
6662.00;0.896018
6664.00;0.886938
6666.00;0.887809
6668.00;0.902208
6670.00;0.911104
6672.00;0.906840
6674.00;0.894917
6676.00;0.890240
6678.00;0.905326
6680.00;0.921743
6682.00;0.919404
6684.00;0.896935
6686.00;0.873640
6688.00;0.873502
6690.00;0.886021
6692.00;0.893404
6694.00;0.889139
6696.00;0.884508
6698.00;0.882811
6700.00;0.877217
6702.00;0.877813
6704.00;0.890928
6706.00;0.906427
6708.00;0.903630
6710.00;0.882811
6712.00;0.871943
6714.00;0.884645
6716.00;0.902621
6718.00;0.913901
6720.00;0.908811
6722.00;0.897210
6724.00;0.884737
6726.00;0.890011
6728.00;0.910921
6730.00;0.920321
6732.00;0.916744
6734.00;0.905418
6736.00;0.904317
6738.00;0.918808
6740.00;0.956730
6742.00;1.030237
6744.00;1.133320
6746.00;1.243236
6748.00;1.301702
6750.00;1.261716
6752.00;1.141208
6754.00;1.035602
6756.00;1.004145
6758.00;1.052202
6760.00;1.124333
6762.00;1.176516
6764.00;1.170143
6766.00;1.093839
6768.00;0.993415
6770.00;0.919037
6772.00;0.894642
6774.00;0.897118
6776.00;0.896614
6778.00;0.892028
6780.00;0.888130
6782.00;0.891019
6784.00;0.899411
6786.00;0.907023
6788.00;0.916102
6790.00;0.917845
6792.00;0.909224
6794.00;0.896614
6796.00;0.886204
6798.00;0.885241
6800.00;0.891203
6802.00;0.892716
6804.00;0.884141
6806.00;0.881436
6808.00;0.887626
6810.00;0.896109
6812.00;0.893633
6814.00;0.881802
6816.00;0.860617
6818.00;0.819943
6820.00;0.769319
6822.00;0.736715
6824.00;0.742539
6826.00;0.783717
6828.00;0.862039
6830.00;0.957006
6832.00;1.036106
6834.00;1.058117
6836.00;1.032438
6838.00;0.987316
6840.00;0.947422
6842.00;0.933344
6844.00;0.938709
6846.00;0.947743
6848.00;0.935545
6850.00;0.909316
6852.00;0.855023
6854.00;0.762532
6856.00;0.671417
6858.00;0.687741
6860.00;0.832828
6862.00;0.999422
6864.00;1.047341
6866.00;0.956501
6868.00;0.811918
6870.00;0.699022
6872.00;0.645829
6874.00;0.647022
6876.00;0.687420
6878.00;0.749601
6880.00;0.790045
6882.00;0.794539
6884.00;0.783717
6886.00;0.792200
6888.00;0.804811
6890.00;0.787202
6892.00;0.744831
6894.00;0.729103
6896.00;0.767714
6898.00;0.832141
6900.00;0.855710
6902.00;0.819026
6904.00;0.762624
6906.00;0.755011
6908.00;0.819714
6910.00;0.888910
6912.00;0.884829
6914.00;0.798712
6916.00;0.737724
6918.00;0.781837
6920.00;0.906931
6922.00;1.001302
6924.00;1.020332
6926.00;0.978145
6928.00;0.920321
6930.00;0.861534
6932.00;0.820539
6934.00;0.825904
6936.00;0.875933
6938.00;0.886617
6940.00;0.827922
6942.00;0.755332
6944.00;0.799216
6946.00;0.931005
6948.00;1.042435
6950.00;1.052202
6952.00;1.007126
6954.00;0.952007
6956.00;0.902208
6958.00;0.854702
6960.00;0.823520
6962.00;0.819209
6964.00;0.833516
6966.00;0.848924
6968.00;0.851217
6970.00;0.844338
6972.00;0.850712
6974.00;0.893037
6976.00;0.953704
6978.00;0.994607
6980.00;0.987224
6982.00;0.950402
6984.00;0.914635
6986.00;0.897026
6988.00;0.894229
6990.00;0.893404
6992.00;0.889644
6994.00;0.885517
6996.00;0.888039
6998.00;0.894137
7000.00;0.895926
7002.00;0.894642
7004.00;0.900511
7006.00;0.910737
7008.00;0.920000
7010.00;0.929630
7012.00;0.927245
7014.00;0.912526
7016.00;0.890011
7018.00;0.882307
7020.00;0.883316
7022.00;0.882903
7024.00;0.891615
7026.00;0.904134
7028.00;0.907619
7030.00;0.892624
7032.00;0.888635
7034.00;0.891111
7036.00;0.886434
7038.00;0.868412
7040.00;0.861305
7042.00;0.873502
7044.00;0.902346
7046.00;0.943341
7048.00;0.968607
7050.00;0.960307
7052.00;0.922935
7054.00;0.899915
7056.00;0.892945
7058.00;0.890102
7060.00;0.884829
7062.00;0.887901
7064.00;0.894504
7066.00;0.889735
7068.00;0.875612
7070.00;0.869009
7072.00;0.876712
7074.00;0.893220
7076.00;0.907619
7078.00;0.918533
7080.00;0.923531
7082.00;0.918303
7084.00;0.910003
7086.00;0.904042
7088.00;0.903217
7090.00;0.901428
7092.00;0.901704
7094.00;0.899732
7096.00;0.888405
7098.00;0.869330
7100.00;0.848740
