Wavelength[Angstrom];Normalized Flux[Counts]
4272.00;0.647708
4274.00;0.654412
4276.00;0.676309
4278.00;0.695811
4280.00;0.679010
4282.00;0.640007
4284.00;0.596004
4286.00;0.577515
4288.00;0.587515
4290.00;0.612515
4292.00;0.644702
4294.00;0.653110
4296.00;0.647805
4298.00;0.636502
4300.00;0.617210
4302.00;0.602210
4304.00;0.585409
4306.00;0.588303
4308.00;0.580505
4310.00;0.565409
4312.00;0.528608
4314.00;0.501904
4316.00;0.480104
4318.00;0.472001
4320.00;0.473415
4322.00;0.483303
4324.00;0.514509
4326.00;0.573608
4328.00;0.653014
4330.00;0.725489
4332.00;0.758496
4334.00;0.748399
4336.00;0.707708
4338.00;0.666100
4340.00;0.660714
4342.00;0.694412
4344.00;0.733898
4346.00;0.760698
4348.00;0.755698
4350.00;0.726792
4352.00;0.664911
4354.00;0.615602
4356.00;0.629605
4358.00;0.724493
4360.00;0.810586
4362.00;0.825200
4364.00;0.773094
4366.00;0.732387
4368.00;0.729685
4370.00;0.744991
4372.00;0.758898
4374.00;0.776792
4376.00;0.795296
4378.00;0.809589
4380.00;0.808094
4382.00;0.787386
4384.00;0.763785
4386.00;0.741695
4388.00;0.722997
4390.00;0.706808
4392.00;0.700216
4394.00;0.683303
4396.00;0.663303
4398.00;0.639509
4400.00;0.641904
4402.00;0.664605
4404.00;0.691309
4406.00;0.720698
4408.00;0.738898
4410.00;0.754686
4412.00;0.759895
4414.00;0.754589
4416.00;0.731486
4418.00;0.713801
4420.00;0.709203
4422.00;0.724991
4424.00;0.763496
4426.00;0.801390
4428.00;0.823496
4430.00;0.815988
4432.00;0.806486
4434.00;0.806197
4436.00;0.813399
4438.00;0.817387
4440.00;0.814091
4442.00;0.805489
4444.00;0.804493
4446.00;0.808399
4448.00;0.808785
4450.00;0.802692
4452.00;0.812692
4454.00;0.832097
4456.00;0.850891
4458.00;0.858190
4460.00;0.869187
4462.00;0.875297
4464.00;0.876197
4466.00;0.852290
4468.00;0.823689
4470.00;0.786985
4472.00;0.764895
4474.00;0.761293
4476.00;0.785200
4478.00;0.811695
4480.00;0.829991
4482.00;0.838689
4484.00;0.855088
4486.00;0.878190
4488.00;0.891599
4490.00;0.899396
4492.00;0.889686
4494.00;0.888898
4496.00;0.892194
4498.00;0.902885
4500.00;0.904396
4502.00;0.900393
4504.00;0.892290
4506.00;0.885698
4508.00;0.869895
4510.00;0.885393
4512.00;0.899991
4514.00;0.925988
4516.00;0.932499
4518.00;0.956293
4520.00;0.966293
4522.00;0.973898
4524.00;0.963287
4526.00;0.957997
4528.00;0.948592
4530.00;0.936599
4532.00;0.936888
4534.00;0.939798
4536.00;0.936293
4538.00;0.901695
4540.00;0.860393
4542.00;0.827097
4544.00;0.820296
4546.00;0.816792
4548.00;0.829493
4550.00;0.860489
4552.00;0.894991
4554.00;0.914187
4556.00;0.907692
4558.00;0.904798
4560.00;0.905988
4562.00;0.905988
4564.00;0.903287
4566.00;0.898190
4568.00;0.911197
4570.00;0.930296
4572.00;0.951197
4574.00;0.966695
4576.00;0.968785
4578.00;0.966293
4580.00;0.960489
4582.00;0.958592
4584.00;0.957097
4586.00;0.951197
4588.00;0.952194
4590.00;0.960891
4592.00;0.954798
4594.00;0.932097
4596.00;0.912885
4598.00;0.917386
4600.00;0.928399
4602.00;0.931888
4604.00;0.930489
4606.00;0.928785
4608.00;0.923994
4610.00;0.920698
4612.00;0.918689
4614.00;0.919798
4616.00;0.918689
4618.00;0.924493
4620.00;0.931486
4622.00;0.953689
4624.00;0.971084
4626.00;0.985297
4628.00;0.988689
4630.00;0.992194
4632.00;0.992997
4634.00;1.000795
4636.00;1.002788
4638.00;1.004187
4640.00;1.000200
4642.00;1.004300
4644.00;1.005087
4646.00;0.991390
4648.00;0.969991
4650.00;0.957885
4652.00;0.939396
4654.00;0.927596
4656.00;0.922290
4658.00;0.923190
4660.00;0.924686
4662.00;0.910393
4664.00;0.911792
4666.00;0.917386
4668.00;0.939589
4670.00;0.942788
4672.00;0.956695
4674.00;0.965087
4676.00;0.973399
4678.00;0.941985
4680.00;0.899589
4682.00;0.876084
4684.00;0.883094
4686.00;0.904991
4688.00;0.917692
4690.00;0.917997
4692.00;0.919991
4694.00;0.915795
4696.00;0.911390
4698.00;0.905489
4700.00;0.906599
4702.00;0.913898
4704.00;0.912290
4706.00;0.918094
4708.00;0.920087
4710.00;0.921888
4712.00;0.909686
4714.00;0.898190
4716.00;0.893190
4718.00;0.888094
4720.00;0.889686
4722.00;0.897997
4724.00;0.906599
4726.00;0.911599
4728.00;0.915489
4730.00;0.932499
4732.00;0.959894
4734.00;0.982997
4736.00;0.993592
4738.00;0.988994
4740.00;0.974685
4742.00;0.951486
4744.00;0.928689
4746.00;0.915698
4748.00;0.918094
4750.00;0.931985
4752.00;0.949798
4754.00;0.970184
4756.00;0.983898
4758.00;0.983898
4760.00;0.977290
4762.00;0.977097
4764.00;0.977290
4766.00;0.980489
4768.00;0.974091
4770.00;0.970698
4772.00;0.968190
4774.00;0.963898
4776.00;0.951888
4778.00;0.939589
4780.00;0.931084
4782.00;0.926792
4784.00;0.926888
4786.00;0.933898
4788.00;0.949589
4790.00;0.963994
4792.00;0.970297
4794.00;0.975393
4796.00;0.970393
4798.00;0.957788
4800.00;0.942692
4802.00;0.941084
4804.00;0.949396
4806.00;0.960795
4808.00;0.969300
4810.00;0.983592
4812.00;0.991293
4814.00;0.991985
4816.00;0.994396
4818.00;0.992386
4820.00;0.994686
4822.00;0.988496
4824.00;1.000296
4826.00;0.997386
4828.00;0.996486
4830.00;0.989300
4832.00;0.998994
4834.00;1.014895
4836.00;1.014396
4838.00;0.998094
4840.00;0.981197
4842.00;0.971197
4844.00;0.981197
4846.00;0.972997
4848.00;0.977788
4850.00;0.967194
4852.00;0.977997
4854.00;0.970489
4856.00;0.967789
4858.00;0.958399
4860.00;0.958496
4862.00;0.966985
4864.00;0.971084
4866.00;0.966695
4868.00;0.954798
4870.00;0.928190
4872.00;0.897595
4874.00;0.860988
4876.00;0.845087
4878.00;0.847885
4880.00;0.857387
4882.00;0.870489
4884.00;0.882194
4886.00;0.894493
4888.00;0.902499
4890.00;0.908898
4892.00;0.919300
4894.00;0.927692
4896.00;0.936390
4898.00;0.939589
4900.00;0.927596
4902.00;0.918399
4904.00;0.918592
4906.00;0.933785
4908.00;0.953287
4910.00;0.971888
4912.00;0.991888
4914.00;1.002290
4916.00;1.005393
4918.00;0.999686
4920.00;0.986486
4922.00;0.972290
4924.00;0.973994
4926.00;0.986390
4928.00;0.986985
4930.00;0.964396
4932.00;0.928190
4934.00;0.913994
4936.00;0.909493
4938.00;0.921695
4940.00;0.936792
4942.00;0.965891
4944.00;0.993689
4946.00;1.002997
4948.00;0.988994
4950.00;0.975891
4952.00;0.969396
4954.00;0.977788
4956.00;0.983785
4958.00;0.994686
4960.00;1.007997
4962.00;1.013689
4964.00;1.023994
4966.00;1.023592
4968.00;1.012499
4970.00;0.982194
4972.00;0.959091
4974.00;0.947998
4976.00;0.947290
4978.00;0.953898
4980.00;0.954798
4982.00;0.959493
4984.00;0.963592
4986.00;0.973094
4988.00;0.974187
4990.00;0.967789
4992.00;0.955698
4994.00;0.943094
4996.00;0.913094
4998.00;0.896985
5000.00;0.884091
5002.00;0.898094
5004.00;0.902997
5006.00;0.920184
5008.00;0.930184
5010.00;0.939396
5012.00;0.935489
5014.00;0.921599
5016.00;0.907788
5018.00;0.894091
5020.00;0.880698
5022.00;0.876197
5024.00;0.872386
5026.00;0.870393
5028.00;0.867290
5030.00;0.862788
5032.00;0.863689
5034.00;0.867386
5036.00;0.877788
5038.00;0.892595
5040.00;0.903287
5042.00;0.908496
5044.00;0.909396
5046.00;0.914798
5048.00;0.917194
5050.00;0.913287
5052.00;0.898785
5054.00;0.882997
5056.00;0.872788
5058.00;0.874686
5060.00;0.886599
5062.00;0.895200
5064.00;0.894396
5066.00;0.897788
5068.00;0.914895
5070.00;0.933994
5072.00;0.947692
5074.00;0.948094
5076.00;0.940489
5078.00;0.930489
5080.00;0.917788
5082.00;0.906390
5084.00;0.898190
5086.00;0.902290
5088.00;0.908496
5090.00;0.903190
5092.00;0.888190
5094.00;0.886390
5096.00;0.882997
5098.00;0.880891
5100.00;0.878287
5102.00;0.888190
5104.00;0.902193
5106.00;0.903592
5108.00;0.908689
5110.00;0.904589
5112.00;0.900393
5114.00;0.889396
5116.00;0.880393
5118.00;0.873689
5120.00;0.856888
5122.00;0.867194
5124.00;0.880200
5126.00;0.896084
5128.00;0.896792
5130.00;0.906390
5132.00;0.931084
5134.00;0.944991
5136.00;0.933689
5138.00;0.903994
5140.00;0.873496
5142.00;0.857595
5144.00;0.849091
5146.00;0.857097
5148.00;0.877386
5150.00;0.892692
5152.00;0.881486
5154.00;0.863190
5156.00;0.861888
5158.00;0.870489
5160.00;0.877386
5162.00;0.879300
5164.00;0.885489
5166.00;0.885698
5168.00;0.880200
5170.00;0.875087
5172.00;0.874493
5174.00;0.872097
5176.00;0.859991
5178.00;0.837788
5180.00;0.812692
5182.00;0.794798
5184.00;0.768399
5186.00;0.725296
5188.00;0.693206
5190.00;0.696004
5192.00;0.726293
5194.00;0.742097
5196.00;0.749493
5198.00;0.767194
5200.00;0.813994
5202.00;0.881084
5204.00;0.932499
5206.00;0.936695
5208.00;0.895489
5210.00;0.866695
5212.00;0.868898
5214.00;0.886985
5216.00;0.889396
5218.00;0.880200
5220.00;0.870988
5222.00;0.867595
5224.00;0.870988
5226.00;0.875297
5228.00;0.885489
5230.00;0.908399
5232.00;0.941695
5234.00;0.957499
5236.00;0.953190
5238.00;0.951985
5240.00;0.960891
5242.00;0.958399
5244.00;0.935184
5246.00;0.927788
5248.00;0.935393
5250.00;0.950200
5252.00;0.955200
5254.00;0.962290
5256.00;0.983785
5258.00;1.014396
5260.00;1.043898
5262.00;1.041599
5264.00;1.006293
5266.00;0.964686
5268.00;0.945988
5270.00;0.950489
5272.00;0.966293
5274.00;0.982499
5276.00;0.995891
5278.00;0.985088
5280.00;0.948994
5282.00;0.905088
5284.00;0.871486
5286.00;0.859798
5288.00;0.863689
5290.00;0.883592
5292.00;0.902595
5294.00;0.930698
5296.00;0.977097
5298.00;1.015393
5300.00;1.032499
5302.00;1.029895
5304.00;1.037097
5306.00;1.044895
5308.00;1.048399
5310.00;1.050393
5312.00;1.050891
5314.00;1.049396
5316.00;1.036197
5318.00;1.017097
5320.00;1.015296
5322.00;1.034895
5324.00;1.066985
5326.00;1.082290
5328.00;1.076084
5330.00;1.060988
5332.00;1.045087
5334.00;1.034991
5336.00;1.031084
5338.00;1.024091
5340.00;1.010296
5342.00;0.987885
5344.00;0.962387
5346.00;0.947692
5348.00;0.947499
5350.00;0.957885
5352.00;0.977387
5354.00;0.996084
5356.00;1.006599
5358.00;1.007194
5360.00;1.005586
5362.00;1.012788
5364.00;1.019493
5366.00;1.023190
5368.00;1.025795
5370.00;1.034091
5372.00;1.051293
5374.00;1.065489
5376.00;1.066985
5378.00;1.053399
5380.00;1.041985
5382.00;1.038399
5384.00;1.035988
5386.00;1.033094
5388.00;1.021888
5390.00;1.009589
5392.00;1.004894
5394.00;1.015891
5396.00;1.031888
5398.00;1.038689
5400.00;1.042885
5402.00;1.044396
5404.00;1.039991
5406.00;1.025698
5408.00;1.009300
5410.00;0.998898
5412.00;0.996695
5414.00;0.997386
5416.00;0.985988
5418.00;0.967885
5420.00;0.958190
5422.00;0.968399
5424.00;0.979493
5426.00;0.980795
5428.00;0.978399
5430.00;0.985184
5432.00;0.996486
5434.00;1.006888
5436.00;1.017997
5438.00;1.026792
5440.00;1.029493
5442.00;1.021390
5444.00;1.007692
5446.00;0.991985
5448.00;0.976695
5450.00;0.969396
5452.00;0.978287
5454.00;0.995393
5456.00;1.002194
5458.00;0.994396
5460.00;1.019396
5462.00;1.058592
5464.00;1.078190
5466.00;1.050489
5468.00;1.016390
5470.00;1.001486
5472.00;0.991888
5474.00;0.989493
5476.00;0.990988
5478.00;0.990891
5480.00;0.979798
5482.00;0.973399
5484.00;0.982499
5486.00;1.003785
5488.00;1.022596
5490.00;1.028399
5492.00;1.017596
5494.00;0.991985
5496.00;0.959798
5498.00;0.950489
5500.00;0.967885
5502.00;0.993785
5504.00;1.009686
5506.00;1.010698
5508.00;1.014493
5510.00;1.021599
5512.00;1.019493
5514.00;1.013785
5516.00;1.012097
5518.00;1.026293
5520.00;1.034300
5522.00;1.018898
5524.00;0.994895
5526.00;0.984685
5528.00;0.985891
5530.00;0.987499
5532.00;0.989895
5534.00;1.000296
5536.00;1.022194
5538.00;1.040586
5540.00;1.037290
5542.00;1.021486
5544.00;1.010296
5546.00;1.020489
5548.00;1.038592
5550.00;1.040586
5552.00;1.027788
5554.00;1.021390
5556.00;1.035988
5558.00;1.057097
5560.00;1.054686
5562.00;1.032097
5564.00;1.010393
5566.00;1.012194
5568.00;1.010200
5570.00;1.009894
5572.00;0.999686
5574.00;1.003094
5576.00;1.006599
5578.00;1.009991
5580.00;1.013399
5582.00;1.016888
5584.00;1.020296
5586.00;1.023785
5588.00;1.027194
5590.00;1.032692
5592.00;1.035184
5594.00;1.045184
5596.00;1.059091
5598.00;1.064300
5600.00;1.049991
5602.00;1.026599
5604.00;1.013994
5606.00;1.001792
5608.00;0.987097
5610.00;0.974894
5612.00;0.978190
5614.00;0.989300
5616.00;1.003898
5618.00;1.020296
5620.00;1.036985
5622.00;1.053689
5624.00;1.071486
5626.00;1.089895
5628.00;1.097194
5630.00;1.086792
5632.00;1.063496
5634.00;1.041486
5636.00;1.031197
5638.00;1.027788
5640.00;1.021486
5642.00;1.010698
5644.00;1.009187
5646.00;1.024396
5648.00;1.045296
5650.00;1.049493
5652.00;1.043399
5654.00;1.036084
5656.00;1.032997
5658.00;1.028689
5660.00;1.023994
5662.00;1.025489
5664.00;1.029493
5666.00;1.038592
5668.00;1.044895
5670.00;1.044091
5672.00;1.042499
5674.00;1.033689
5676.00;1.024686
5678.00;1.016888
5680.00;1.010586
5682.00;1.011888
5684.00;1.017885
5686.00;1.039396
5688.00;1.062692
5690.00;1.076599
5692.00;1.080393
5694.00;1.070586
5696.00;1.062885
5698.00;1.060586
5700.00;1.059589
5702.00;1.050891
5704.00;1.038190
5706.00;1.032499
5708.00;1.026888
5710.00;1.024091
5712.00;1.034493
5714.00;1.057788
5716.00;1.070891
5718.00;1.068898
5720.00;1.049493
5722.00;1.023898
5724.00;1.007290
5726.00;0.997097
5728.00;0.996486
5730.00;0.998898
5732.00;1.011792
5734.00;1.035988
5736.00;1.058994
5738.00;1.082194
5740.00;1.092788
5742.00;1.091293
5744.00;1.087692
5746.00;1.091486
5748.00;1.093592
5750.00;1.086888
5752.00;1.088094
5754.00;1.092692
5756.00;1.091293
5758.00;1.078592
5760.00;1.074686
5762.00;1.069895
5764.00;1.056293
5766.00;1.040698
5768.00;1.046486
5770.00;1.068689
5772.00;1.083190
5774.00;1.079396
5776.00;1.070184
5778.00;1.065489
5780.00;1.066390
5782.00;1.070698
5784.00;1.077885
5786.00;1.092194
5788.00;1.111985
5790.00;1.129589
5792.00;1.135393
5794.00;1.124091
5796.00;1.102386
5798.00;1.072595
5800.00;1.040586
5802.00;1.020698
5804.00;1.031599
5806.00;1.054991
5808.00;1.066985
5810.00;1.061197
5812.00;1.074300
5814.00;1.098592
5816.00;1.110988
5818.00;1.101888
5820.00;1.101293
5822.00;1.116695
5824.00;1.125296
5826.00;1.118399
5828.00;1.106390
5830.00;1.104798
5832.00;1.110489
5834.00;1.109300
5836.00;1.099686
5838.00;1.089686
5840.00;1.094895
5842.00;1.113190
5844.00;1.130586
5846.00;1.137885
5848.00;1.137290
5850.00;1.134187
5852.00;1.130586
5854.00;1.124493
5856.00;1.125393
5858.00;1.128689
5860.00;1.127290
5862.00;1.116486
5864.00;1.110088
5866.00;1.110988
5868.00;1.111293
5870.00;1.108496
5872.00;1.090184
5874.00;1.061390
5876.00;1.037097
5878.00;1.042997
5880.00;1.055795
5882.00;1.035087
5884.00;0.982387
5886.00;0.975087
5888.00;1.016084
5890.00;1.069991
5892.00;1.114798
5894.00;1.117596
5896.00;1.100891
5898.00;1.069589
5900.00;1.055586
5902.00;1.046985
5904.00;1.004493
5906.00;0.952997
5908.00;0.903496
5910.00;0.861084
5912.00;0.830393
5914.00;0.825489
5916.00;0.851695
5918.00;0.898190
5920.00;0.947290
5922.00;0.986985
5924.00;1.013689
5926.00;1.032194
5928.00;1.045891
5930.00;1.053496
5932.00;1.059991
5934.00;1.070297
5936.00;1.085988
5938.00;1.085088
5940.00;1.067499
5942.00;1.056197
5944.00;1.066390
5946.00;1.074991
5948.00;1.061293
5950.00;1.048496
5952.00;1.055891
5954.00;1.075795
5956.00;1.083898
5958.00;1.084686
5960.00;1.085489
5962.00;1.088785
5964.00;1.088898
5966.00;1.089686
5968.00;1.084396
5970.00;1.073094
5972.00;1.063898
5974.00;1.058496
5976.00;1.063399
5978.00;1.075297
5980.00;1.092885
5982.00;1.094895
5984.00;1.082499
5986.00;1.080087
5988.00;1.085891
5990.00;1.085489
5992.00;1.069091
5994.00;1.061084
5996.00;1.058898
5998.00;1.062885
6000.00;1.068898
6002.00;1.070698
6004.00;1.066888
6006.00;1.060393
6008.00;1.065393
6010.00;1.070489
6012.00;1.071985
6014.00;1.070393
6016.00;1.066293
6018.00;1.060988
6020.00;1.057194
6022.00;1.059686
6024.00;1.060988
6026.00;1.055393
6028.00;1.051084
6030.00;1.058898
6032.00;1.072194
6034.00;1.085795
6036.00;1.086293
6038.00;1.072499
6040.00;1.061293
6042.00;1.052595
6044.00;1.049187
6046.00;1.047885
6048.00;1.059493
6050.00;1.084991
6052.00;1.097290
6054.00;1.089396
6056.00;1.084686
6058.00;1.096599
6060.00;1.111888
6062.00;1.123094
6064.00;1.124686
6066.00;1.127788
6068.00;1.132692
6070.00;1.138287
6072.00;1.141888
6074.00;1.131486
6076.00;1.112997
6078.00;1.104187
6080.00;1.110586
6082.00;1.121197
6084.00;1.127499
6086.00;1.127692
6088.00;1.129396
6090.00;1.129895
6092.00;1.128689
6094.00;1.120088
6096.00;1.100698
6098.00;1.085698
6100.00;1.083287
6102.00;1.092692
6104.00;1.096084
6106.00;1.094396
6108.00;1.096197
6110.00;1.105296
6112.00;1.116792
6114.00;1.121486
6116.00;1.122097
6118.00;1.124798
6120.00;1.118898
6122.00;1.107997
6124.00;1.095393
6126.00;1.093287
6128.00;1.098689
6130.00;1.099300
6132.00;1.096197
6134.00;1.093496
6136.00;1.089493
6138.00;1.080586
6140.00;1.060988
6142.00;1.049187
6144.00;1.051888
6146.00;1.066390
6148.00;1.085184
6150.00;1.103496
6152.00;1.117692
6154.00;1.121293
6156.00;1.116084
6158.00;1.108190
6160.00;1.102097
6162.00;1.100698
6164.00;1.101486
6166.00;1.094300
6168.00;1.079686
6170.00;1.067595
6172.00;1.061390
6174.00;1.054300
6176.00;1.035586
6178.00;1.014493
6180.00;0.997290
6182.00;0.985891
6184.00;0.981084
6186.00;0.993287
6188.00;1.011197
6190.00;1.027499
6192.00;1.042885
6194.00;1.053592
6196.00;1.056486
6198.00;1.049091
6200.00;1.055489
6202.00;1.065586
6204.00;1.065586
6206.00;1.051486
6208.00;1.035087
6210.00;1.022194
6212.00;1.013190
6214.00;1.016695
6216.00;1.022499
6218.00;1.026985
6220.00;1.031599
6222.00;1.042387
6224.00;1.049589
6226.00;1.041695
6228.00;1.023592
6230.00;1.009894
6232.00;1.005891
6234.00;1.010296
6236.00;1.019091
6238.00;1.030087
6240.00;1.037194
6242.00;1.032885
6244.00;1.019300
6246.00;1.001390
6248.00;0.983994
6250.00;0.967290
6252.00;0.951084
6254.00;0.943592
6256.00;0.952596
6258.00;0.979685
6260.00;1.006792
6262.00;1.014493
6264.00;1.001197
6266.00;0.987885
6268.00;0.989798
6270.00;1.001390
6272.00;1.001599
6274.00;0.985088
6276.00;0.958592
6278.00;0.935891
6280.00;0.925698
6282.00;0.934396
6284.00;0.960586
6286.00;0.993994
6288.00;1.019991
6290.00;1.025296
6292.00;1.020795
6294.00;1.014300
6296.00;1.015988
6298.00;1.017788
6300.00;1.019589
6302.00;1.021390
6304.00;1.023190
6306.00;1.024991
6308.00;1.026792
6310.00;1.036985
6312.00;1.044991
6314.00;1.044091
6316.00;1.034396
6318.00;1.026599
6320.00;1.028190
6322.00;1.031486
6324.00;1.036293
6326.00;1.037596
6328.00;1.041197
6330.00;1.051084
6332.00;1.059300
6334.00;1.052692
6336.00;1.032097
6338.00;1.017194
6340.00;1.014396
6342.00;1.016599
6344.00;1.019991
6346.00;1.033287
6348.00;1.053994
6350.00;1.071695
6352.00;1.066985
6354.00;1.055988
6356.00;1.045296
6358.00;1.045184
6360.00;1.044991
6362.00;1.044895
6364.00;1.044686
6366.00;1.044589
6368.00;1.044396
6370.00;1.044300
6372.00;1.044091
6374.00;1.043994
6376.00;1.037499
6378.00;1.028190
6380.00;1.022997
6382.00;1.030296
6384.00;1.045087
6386.00;1.060891
6388.00;1.072885
6390.00;1.078094
6392.00;1.078898
6394.00;1.082097
6396.00;1.091390
6398.00;1.096486
6400.00;1.092499
6402.00;1.083094
6404.00;1.075489
6406.00;1.062997
6408.00;1.052885
6410.00;1.052387
6412.00;1.062595
6414.00;1.066390
6416.00;1.060489
6418.00;1.059300
6420.00;1.072788
6422.00;1.091197
6424.00;1.102596
6426.00;1.104895
6428.00;1.103399
6430.00;1.097997
6432.00;1.086792
6434.00;1.075795
6436.00;1.075988
