Wavelength[Angstrom];Normalized Flux[Counts]
6438.00;1.079798
6440.00;1.074686
6442.00;1.061888
6444.00;1.051390
6446.00;1.053785
6448.00;1.062499
6450.00;1.070393
6452.00;1.074091
6454.00;1.071599
6456.00;1.067692
6458.00;1.063898
6460.00;1.064589
6462.00;1.071888
6464.00;1.078994
6466.00;1.083994
6468.00;1.086792
6470.00;1.089589
6472.00;1.086486
6474.00;1.080297
6476.00;1.076888
6478.00;1.077595
6480.00;1.076888
6482.00;1.072788
6484.00;1.068689
6486.00;1.066792
6488.00;1.065087
6490.00;1.061888
6492.00;1.058399
6494.00;1.058785
6496.00;1.069991
6498.00;1.094300
6500.00;1.126197
6502.00;1.151888
6504.00;1.148399
6506.00;1.114396
6508.00;1.081486
6510.00;1.061599
6512.00;1.055087
6514.00;1.040087
6516.00;1.014589
6518.00;1.001599
6520.00;1.007596
6522.00;1.029685
6524.00;1.054493
6526.00;1.062595
6528.00;1.059991
6530.00;1.057387
6532.00;1.066792
6534.00;1.096599
6536.00;1.125296
6538.00;1.121486
6540.00;1.097386
6542.00;1.077997
6544.00;1.090088
6546.00;1.104895
6548.00;1.099187
6550.00;1.084686
6552.00;1.086486
6554.00;1.105088
6556.00;1.122097
6558.00;1.121084
6560.00;1.110200
6562.00;1.101197
6564.00;1.100698
6566.00;1.101486
6568.00;1.090297
6570.00;1.072387
6572.00;1.056390
6574.00;1.044991
6576.00;1.038496
6578.00;1.034798
6580.00;1.036985
6582.00;1.027499
6584.00;1.006486
6586.00;0.987692
6588.00;0.985088
6590.00;0.993399
6592.00;1.006792
6594.00;1.025087
6596.00;1.047290
6598.00;1.067194
6600.00;1.078898
6602.00;1.084091
6604.00;1.090184
6606.00;1.099798
6608.00;1.107194
6610.00;1.101599
6612.00;1.086486
6614.00;1.071390
6616.00;1.067788
6618.00;1.078592
6620.00;1.088689
6622.00;1.090891
6624.00;1.085393
6626.00;1.079300
6628.00;1.075891
6630.00;1.073994
6632.00;1.080698
6634.00;1.088190
6636.00;1.091695
6638.00;1.091985
6640.00;1.094187
6642.00;1.097386
6644.00;1.095489
6646.00;1.088785
6648.00;1.086084
6650.00;1.087097
6652.00;1.087290
6654.00;1.079300
6656.00;1.071084
6658.00;1.065393
6660.00;1.062692
6662.00;1.069798
6664.00;1.084589
6666.00;1.099589
6668.00;1.101888
6670.00;1.098689
6672.00;1.093898
6674.00;1.088094
6676.00;1.081599
6678.00;1.077386
6680.00;1.075698
6682.00;1.073287
6684.00;1.070586
6686.00;1.066293
6688.00;1.062499
6690.00;1.062290
6692.00;1.067595
6694.00;1.070988
6696.00;1.068287
6698.00;1.066084
6700.00;1.071486
6702.00;1.079187
6704.00;1.079589
6706.00;1.077097
6708.00;1.075586
6710.00;1.073994
6712.00;1.066792
6714.00;1.066486
6716.00;1.070393
6718.00;1.072997
6720.00;1.069589
6722.00;1.067194
6724.00;1.066888
6726.00;1.064396
6728.00;1.069991
6730.00;1.083898
6732.00;1.092499
6734.00;1.078190
6736.00;1.053094
6738.00;1.037290
6740.00;1.042387
6742.00;1.057997
6744.00;1.068496
6746.00;1.068094
6748.00;1.062997
6750.00;1.065393
6752.00;1.070489
6754.00;1.068399
6756.00;1.056390
6758.00;1.050795
6760.00;1.053399
6762.00;1.058094
6764.00;1.057499
6766.00;1.052692
6768.00;1.050586
6770.00;1.051084
6772.00;1.052997
6774.00;1.058399
6776.00;1.066293
6778.00;1.075698
6780.00;1.077194
6782.00;1.074187
6784.00;1.072997
6786.00;1.072387
6788.00;1.067194
6790.00;1.058689
6792.00;1.056390
6794.00;1.063592
6796.00;1.076985
6798.00;1.082290
6800.00;1.069991
6802.00;1.055698
6804.00;1.049798
6806.00;1.057595
6808.00;1.066486
6810.00;1.069187
6812.00;1.061084
6814.00;1.045891
6816.00;1.045988
6818.00;1.055087
6820.00;1.060795
6822.00;1.054895
6824.00;1.049686
6826.00;1.051695
6828.00;1.053785
6830.00;1.055795
6832.00;1.057885
6834.00;1.059895
6836.00;1.061985
6838.00;1.063994
6840.00;1.066084
6842.00;1.068094
6844.00;1.070184
6846.00;1.076599
6848.00;1.074493
6850.00;1.066792
6852.00;1.060087
6854.00;1.054895
6856.00;1.046197
6858.00;1.028689
6860.00;1.018994
6862.00;1.032499
6864.00;1.060988
6866.00;1.079091
6868.00;1.050795
6870.00;0.967290
6872.00;0.865297
6874.00;0.800087
6876.00;0.793898
6878.00;0.836084
6880.00;0.893190
6882.00;0.945296
6884.00;0.975087
6886.00;0.981695
6888.00;0.978094
6890.00;0.972788
6892.00;0.968496
6894.00;0.961599
6896.00;0.956486
6898.00;0.956985
6900.00;0.969798
6902.00;0.993689
6904.00;1.010795
6906.00;1.019300
6908.00;1.015296
6910.00;1.008287
6912.00;1.021792
6914.00;1.050586
6916.00;1.077386
6918.00;1.068190
6920.00;1.049991
6922.00;1.059686
6924.00;1.100891
6926.00;1.138399
6928.00;1.146888
6930.00;1.121985
6932.00;1.085088
6934.00;1.063190
6936.00;1.066486
6938.00;1.084187
6940.00;1.087788
6942.00;1.075297
6944.00;1.056888
6946.00;1.049686
6948.00;1.063399
6950.00;1.093785
6952.00;1.129091
6954.00;1.148399
6956.00;1.136486
6958.00;1.104589
6960.00;1.072499
6962.00;1.059991
6964.00;1.055698
6966.00;1.057997
6968.00;1.071197
6970.00;1.088094
6972.00;1.091599
6974.00;1.081486
6976.00;1.080795
6978.00;1.092997
6980.00;1.114396
6982.00;1.134091
6984.00;1.146888
6986.00;1.138689
6988.00;1.118094
6990.00;1.103994
6992.00;1.101599
6994.00;1.102596
6996.00;1.093094
6998.00;1.076695
7000.00;1.065087
7002.00;1.068785
7004.00;1.083689
7006.00;1.087097
7008.00;1.079798
7010.00;1.076599
7012.00;1.089589
7014.00;1.104589
7016.00;1.113689
7018.00;1.111985
7020.00;1.103094
7022.00;1.096486
7024.00;1.099091
7026.00;1.107997
7028.00;1.104396
7030.00;1.090393
7032.00;1.081293
7034.00;1.086084
7036.00;1.088785
7038.00;1.080297
7040.00;1.068689
7042.00;1.072290
7044.00;1.088094
7046.00;1.104589
7048.00;1.114686
7050.00;1.125586
7052.00;1.143592
7054.00;1.159589
7056.00;1.162499
7058.00;1.155296
7060.00;1.152387
7062.00;1.158190
7064.00;1.164589
7066.00;1.178689
7068.00;1.194991
7070.00;1.205698
7072.00;1.198592
7074.00;1.187788
7076.00;1.186985
7078.00;1.193094
7080.00;1.194187
7082.00;1.187097
7084.00;1.173592
7086.00;1.161197
7088.00;1.157997
7090.00;1.171599
7092.00;1.200795
7094.00;1.229091
7096.00;1.241985
7098.00;1.240891
7100.00;1.233689
